,company_name,company_rating,other_data
717,LivSpace,3.5,"Architecture & Interior Design , 1k-5k Employees , Indian Unicorn , 9 years old , Ahmedabad +38 more"
721,Hindustan Unilever,4.3,"FMCG , 10k-50k Employees , Public , 152 years old , Ahmedabad +436 more"
723,Reliance SMSL,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Ahmedabad +489 more"
725,Sharekhan,4.0,"Financial Services , 1k-5k Employees , Public , 24 years old , Ahmedabad +108 more"
726,Blinkit,3.9,"Internet , 1k-5k Employees , Indian Unicorn , 11 years old , Ahmedabad +64 more"
727,Metro Cash & Carry,4.3,"Retail , 1k-5k Employees , Forbes Global 2000 , 21 years old , Ahmedabad +77 more"
729,Aarvee Denims & Exports,3.9,"Fashion & Textile , 1k-5k Employees , Public , 36 years old , Ahmedabad +3 more"
730,Life Insurance Corporation of India,4.4,"Insurance , 1 Lakh+ Employees , Fortune India 500 , 68 years old , Ahmedabad +415 more"
731,Meghmani Dyes and Intermediates,3.9,"Financial Services , 1k-5k Employees , Public , 45 years old , Ahmedabad +7 more"
732,Moglix,3.6,"Internet , 501-1k Employees , Indian Unicorn , 9 years old , Ahmedabad +34 more"
737,Future Retail,4.3,"Retail , 10k-50k Employees , Public , 37 years old , Ahmedabad +196 more"
746,Tech Mahindra Business Services,3.5,"BPO , 5k-10k Employees , Public , 21 years old , Ahmedabad +49 more"
749,Aditya Birla Fashion and Retail,4.2,"Fashion & Textile , 10k-50k Employees , Fortune India 500 , 36 years old , Indore +233 more"
750,Ppap Automotive,3.7,"Auto Components , 1k-5k Employees , Public , 46 years old , Noida +13 more"
759,Pantaloons,4.2,"Fashion & Textile , 5k-10k Employees , Public , 27 years old , Indore +140 more"
769,Bosch,4.3,"Auto Components , 5k-10k Employees , Public , 138 years old , Ahmedabad +103 more"
776,Simplex Infrastructures,3.3,"Engineering & Construction , 1k-5k Employees , Public , 100 years old , Ahmedabad +131 more"
779,Tata Chemicals,4.2,"Chemicals , 1k-5k Employees , Public , 85 years old , Ahmedabad +76 more"
787,V-Guard Industries,4.4,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 47 years old , Ahmedabad +126 more"
790,Beardo,4.6,"Beauty & Personal Care , 51-200 Employees , Startup , 9 years old , Ahmedabad +13 more"
796,HDFC Ergo General Insurance,4.0,"Insurance , 10k-50k Employees , Public , 22 years old , Ahmedabad +236 more"
797,Indian Oil Corporation,4.4,"Oil & Gas , 10k-50k Employees , Fortune India 500 , 65 years old , Ahmedabad +261 more"
799,Shoppers Stop,4.1,"Retail , 5k-10k Employees , Public , 33 years old , Ahmedabad +66 more"
800,Bajaj Electricals,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 86 years old , Ahmedabad +199 more"
811,TVS Credit,4.5,"NBFC , 10k-50k Employees , Public , 16 years old , Ahmedabad +312 more"
812,Baroda Global Shared Services,4.0,"Banking , 10k-50k Employees , Public , 7 years old , Ahmedabad +86 more"
813,You Broadband,3.7,"Telecom , 1k-5k Employees , Public , 23 years old , Ahmedabad +28 more"
818,IFB,3.7,"Consumer Electronics & Appliances , 201-500 Employees , Public , 50 years old , Ahmedabad +136 more"
819,Marico,4.1,"FMCG , 1k-5k Employees , Public , 36 years old , Ahmedabad +149 more"
823,IFB,3.7,"Consumer Electronics & Appliances , 201-500 Employees , Public , 50 years old , Ahmedabad +136 more"
824,You Broadband,3.7,"Telecom , 1k-5k Employees , Public , 23 years old , Ahmedabad +28 more"
830,Endurance Technologies,3.9,"Auto Components , 1k-5k Employees , Public , 39 years old , Ahmedabad +38 more"
840,Adjavis Venture,3.4,"Beauty & Personal Care , 501-1k Employees , Public , 11 years old , Ahmedabad +15 more"
846,Standard Chartered,3.9,"Banking , 10k-50k Employees , Fortune India 500 , 171 years old , Ahmedabad +58 more"
847,Honda,4.2,"Automobile , 10k-50k Employees , Forbes Global 2000 , 39 years old , Ahmedabad +192 more"
857,Colgate Palmolive,4.2,"FMCG , 1k-5k Employees , Public , 87 years old , Ahmedabad +96 more"
864,TVS Motor,4.1,"Automobile , 5k-10k Employees , Public , 45 years old , Ahmedabad +279 more"
869,Dabur,3.8,"FMCG , 5k-10k Employees , Public , 140 years old , Ahmedabad +250 more"
872,Arman Financial Services,3.9,"NBFC , 51-200 Employees , Public , 32 years old , Ahmedabad +13 more"
875,Physicswallah,3.8,"EdTech , 10k-50k Employees , Indian Unicorn , 5 years old , Ahmedabad +73 more"
881,Sun Pharmaceutical Industries,4.1,"Pharma , 10k-50k Employees , Public , 41 years old , Ahmedabad +207 more"
882,Ensight Business Solutions,4.6,"IT Services & Consulting , 201-500 Employees , Startup , 12 years old , Ahmedabad"
889,SSTECH SYSTEM PVT.LTD,4.4,"Software Product , 11-50 Employees , MNC , 13 years old , Ahmedabad +1 more"
894,Telenor,4.5,"Telecom , 501-1k Employees , Forbes Global 2000 , 15 years old , Ahmedabad +110 more"
895,3M,4.3,"Electronics Manufacturing , 1k-5k Employees , Public , 37 years old , Ahmedabad +42 more"
899,Nayara Energy,4.3,"Petrochemicals , 1k-5k Employees , Fortune India 500 , 35 years old , Ahmedabad +77 more"
900,Vivo,4.1,"Consumer Electronics & Appliances , 5k-10k Employees , Conglomerate , 15 years old , Ahmedabad +373 more"
901,OPPO,4.0,"Consumer Electronics & Appliances , 10k-50k Employees , Public , 20 years old , Ahmedabad +354 more"
902,SMC,3.9,"Medical Equipment , 201-500 Employees , Forbes Global 2000 , 36 years old , Ahmedabad +38 more"
908,Magna International,4.0,"Auto Components , 501-1k Employees , Public , 67 years old , Ahmedabad +18 more"
909,GMM Pfaudler,4.0,"Industrial Machinery , 501-1k Employees , Public , 62 years old , Ahmedabad +9 more"
910,Laxcon Steels,3.5,"Metals & Mining , 501-1k Employees , Public , 46 years old , Ahmedabad +3 more"
913,Tractors and Farm Equipment,4.1,"Industrial Machinery , 10k-50k Employees , Public , 64 years old , Ahmedabad +163 more"
915,Online PSB Loans,3.8,"Internet , 11-50 Employees , Startup , 6 years old , Ahmedabad +2 more"
916,TGB Banquets and Hotels,4.2,"Hospitality , 201-500 Employees , Public , 35 years old , Ahmedabad +6 more"
924,Godrej Properties,3.7,"Real Estate , 1k-5k Employees , Public , 34 years old , Ahmedabad +27 more"
930,KONE,4.3,"Industrial Machinery , 5k-10k Employees , Forbes Global 2000 , 114 years old , Ahmedabad +65 more"
934,Unicharm,4.2,"Beauty & Personal Care , 1k-5k Employees , Forbes Global 2000 , 63 years old , Ahmedabad +139 more"
937,Hyundai Motor India Limited,4.4,"Automobile , 10k-50k Employees , Fortune India 500 , 57 years old , Ahmedabad +263 more"
938,Hitachi,4.1,"Industrial Machinery , 10k-50k Employees , Forbes Global 2000 , 114 years old , Ahmedabad +73 more"
939,Kraft Heinz Company,4.2,"Food Processing , 501-1k Employees , Forbes Global 2000 , 30 years old , Ahmedabad +29 more"
940,Johnson Controls,3.7,"Industrial Automation , 5k-10k Employees , Public , 139 years old , Ahmedabad +49 more"
956,Mankind Pharma,4.1,"Pharma , 10k-50k Employees , Fortune India 500 , 29 years old , Ahmedabad +195 more"
957,Edelweiss,3.8,"Financial Services , 1k-5k Employees , Public , 7 years old , Ahmedabad +108 more"
959,Alkem Laboratories,4.0,"Pharma , 10k-50k Employees , Public , 51 years old , Ahmedabad +165 more"
962,Lupin,4.1,"Pharma , 1k-5k Employees , Public , 56 years old , Ahmedabad +170 more"
964,Daikin,4.2,"Consumer Electronics & Appliances , 1k-5k Employees , Fortune India 500 , 24 years old , Ahmedabad +88 more"
970,ShopKirana,3.8,"Software Product , 501-1k Employees , Startup , 10 years old , Ahmedabad +21 more"
971,NoBroker,3.2,"Internet , 1k-5k Employees , Indian Unicorn , 10 years old , Ahmedabad +36 more"
973,Marriott International,4.3,"Hospitality , 10k-50k Employees , Forbes Global 2000 , 97 years old , Ahmedabad +73 more"
976,Patels Airtemp (India),4.4,"Industrial Machinery , 501-1k Employees , Public , 51 years old , Ahmedabad +1 more"
982,Gokul Agro Resources,3.7,"FMCG , 1k-5k Employees , Public , 10 years old , Ahmedabad +12 more"
989,DealShare,3.5,"Internet , 1k-5k Employees , Indian Unicorn , 6 years old , Ahmedabad +45 more"
990,Siemens,4.2,"Industrial Automation , 5k-10k Employees , Public , 177 years old , Ahmedabad +129 more"
993,Ericsson,4.3,"Telecom , 10k-50k Employees , Forbes Global 2000 , 148 years old , Ahmedabad +151 more"
994,PhonePe,4.1,"FinTech , 5k-10k Employees , Indian Unicorn , 9 years old , Ahmedabad +240 more"
1008,Panasonic,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Forbes Global 2000 , 106 years old , Ahmedabad +108 more"
1010,DHL Express,4.1,"Logistics , 1k-5k Employees , Conglomerate , 45 years old , Ahmedabad +84 more"
1013,Saarthi Pedagogy,4.0,"EdTech , 11-50 Employees , Startup , 6 years old , Ahmedabad +11 more"
1014,USV,4.1,"Pharma , 1k-5k Employees , Fortune India 500 , 63 years old , Ahmedabad +90 more"
1022,Muthoot Fincorp,4.1,"NBFC , 10k-50k Employees , Conglomerate , 137 years old , Ahmedabad +548 more"
1023,HCL Infosystems,4.1,"IT Services & Consulting , 51-200 Employees , Public , 48 years old , Ahmedabad +105 more"
1025,Steel Strips Wheels,3.8,"Auto Components , 1k-5k Employees , Public , 33 years old , Ahmedabad +35 more"
1030,Safexpress,4.1,"Logistics , 1k-5k Employees , Conglomerate , 27 years old , Ahmedabad +141 more"
1032,Kiri Industries,4.1,"Chemicals , 1k-5k Employees , Public , 26 years old , Ahmedabad +3 more"
1034,FirstCry,3.8,"Retail , 1k-5k Employees , Indian Unicorn , 14 years old , Ahmedabad +146 more"
1035,Lohia Group,3.7,"Industrial Machinery , 1k-5k Employees , Public , 48 years old , Ahmedabad +18 more"
1039,Macleods Pharmaceuticals,3.8,"Pharma , 10k-50k Employees , Public , 38 years old , Ahmedabad +98 more"
1040,Zomato,3.8,"Internet , 1k-5k Employees , Public , 16 years old , Ahmedabad +182 more"
1042,GlaxoSmithKline Pharmaceuticals,4.2,"Pharma , 1k-5k Employees , Fortune India 500 , 194 years old , Ahmedabad +179 more"
1048,Escorts Kubota Limited,4.1,"Automobile , 1k-5k Employees , Public , 80 years old , Ahmedabad +136 more"
1049,Alembic Pharmaceuticals,4.1,"Pharma , 10k-50k Employees , Public , 117 years old , Ahmedabad +155 more"
1051,JMC Projects,4.2,"Engineering & Construction , 1k-5k Employees , Public , 42 years old , Ahmedabad +117 more"
1063,Nilkamal,3.9,"Furniture & Furnishing , 1k-5k Employees , Public , 43 years old , Ahmedabad +95 more"
1070,VRL Logistics,4.0,"Logistics , 10k-50k Employees , Public , 41 years old , Ahmedabad +88 more"
1076,Coca-Cola Company,4.3,"Beverage , 5k-10k Employees , Forbes Global 2000 , 138 years old , Ahmedabad +163 more"
1079,Polycab Wires,4.1,"Electrical Equipment , 1k-5k Employees , Fortune India 500 , 28 years old , Ahmedabad +123 more"
1082,VRL Logistics,4.0,"Logistics , 10k-50k Employees , Public , 41 years old , Ahmedabad +88 more"
1097,Adecco Group,3.8,"Recruitment , 1k-5k Employees , Forbes Global 2000 , 25 years old , Ahmedabad +125 more"
1098,Nuvoco Vistas,4.2,"Building Material , 1k-5k Employees , Fortune India 500 , 25 years old , Ahmedabad +139 more"
1106,Apollo Tyres,4.1,"Auto Components , 5k-10k Employees , Public , 52 years old , Ahmedabad +152 more"
1110,NewsReach,3.7,"Internet , 11-50 Employees , Startup , 6 years old , Ahmedabad"
1111,Cummins,4.4,"Industrial Machinery , 1k-5k Employees , Fortune India 500 , 105 years old , Ahmedabad +86 more"
1115,Dr. Reddy's,4.2,"Pharma , 10k-50k Employees , Public , 40 years old , Ahmedabad +165 more"
1118,Suzlon Group,4.2,"Power , 5k-10k Employees , Public , 29 years old , Ahmedabad +107 more"
1119,Tata Communications,4.1,"Telecom , 5k-10k Employees , Public , 38 years old , Ahmedabad +86 more"
1134,myGate,3.3,"Law Enforcement & Security , 1k-5k Employees , Startup , 8 years old , Ahmedabad +18 more"
1141,Karur Vysya Bank,3.7,"Banking , 5k-10k Employees , Public , 108 years old , Ahmedabad +139 more"
1142,ABC,4.0,"Broadcasting , 1k-5k Employees (Global) , Public , 81 years old , Ahmedabad +103 more"
1143,ACC,4.0,"Building Material , 5k-10k Employees , Public , 88 years old , Ahmedabad +218 more"
1144,Mitsubishi Electric,4.2,"Electronics Manufacturing , 501-1k Employees , Forbes Global 2000 , 103 years old , Ahmedabad +41 more"
1149,Tenneco,3.8,"Auto Components , 1k-5k Employees , Forbes Global 2000 , 84 years old , Ahmedabad +35 more"
1154,Sandesh,3.3,"Printing & Publishing , 1k-5k Employees , Public , 101 years old , Ahmedabad +8 more"
1163,Ola Cabs,3.5,"Internet , 1k-5k Employees , Indian Unicorn , 14 years old , Ahmedabad +97 more"
1165,Kirloskar Brothers,4.1,"Industrial Machinery , 1k-5k Employees , Public , 136 years old , Ahmedabad +57 more"
1167,ManpowerGroup,3.9,"Recruitment , 50k-1 Lakh Employees , Forbes Global 2000 , 29 years old , Ahmedabad +120 more"
1168,Karur Vysya Bank,3.7,"Banking , 5k-10k Employees , Public , 108 years old , Ahmedabad +139 more"
1169,Sahajanand Laser Technology,3.7,"Industrial Machinery , 501-1k Employees , Public , 35 years old , Ahmedabad +19 more"
1171,Navneet Education,3.9,"Printing & Publishing , 501-1k Employees , Public , 65 years old , Ahmedabad +28 more"
1176,PharmEasy,3.7,"Internet , 1k-5k Employees , Indian Unicorn , 9 years old , Ahmedabad +56 more"
1182,PharmEasy,3.7,"Internet , 1k-5k Employees , Indian Unicorn , 9 years old , Ahmedabad +56 more"
1184,Mahindra Logistics,4.1,"Logistics , 1k-5k Employees , Public , 24 years old , Ahmedabad +133 more"
1193,HCLTech,3.7,"IT Services & Consulting , 1 Lakh+ Employees , Public , 33 years old , Ahmedabad +184 more"
1194,Sony,4.3,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 30 years old , Ahmedabad +122 more"
1199,Aglowid IT Solutions,4.9,"IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Ahmedabad"
1206,Aglowid IT Solutions,4.9,"IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Ahmedabad"
1220,Aditya Birla Capital,4.0,"Financial Services , 10k-50k Employees , Public , 7 years old , Ahmedabad +192 more"
1221,Adient,3.9,"Auto Components , 501-1k Employees , Forbes Global 2000 , 28 years old , Ahmedabad +13 more"
1224,Reliance Trends,4.4,"Retail , 1 Lakh+ Employees , Conglomerate , 18 years old , Ahmedabad +339 more"
1226,Silicon Signals,5.0,"Software Product , 11-50 Employees , Startup , 3 years old , Ahmedabad"
1227,Aavatto,4.9,"Software Product , 11-50 Employees , Startup , 3 years old , Ahmedabad"
1231,Nippon Paint India,4.1,"Chemicals , 1k-5k Employees , Forbes Global 2000 , 143 years old , Ahmedabad +122 more"
1232,TCI Express,3.9,"Logistics , 1k-5k Employees , Public , 28 years old , Ahmedabad +69 more"
1233,Schneider Electric,4.2,"Industrial Automation , 10k-50k Employees , Forbes Global 2000 , 25 years old , Ahmedabad +115 more"
1241,Infomatic Solutions,3.9,"BPO , 51-200 Employees , MNC , 14 years old , Ahmedabad +2 more"
1246,Jade Blue Lifestyle,3.8,"Retail , 1k-5k Employees , Public , 29 years old , Ahmedabad +12 more"
1254,PepsiCo,4.2,"Food Processing , 1 Lakh+ Employees , Public , 59 years old , Ahmedabad +224 more"
1261,KEC International,4.1,"Engineering & Construction , 5k-10k Employees , Public , 79 years old , Ahmedabad +261 more"
1266,Swan Energy,3.8,"Fashion & Textile , 201-500 Employees , Public , 115 years old , Ahmedabad +2 more"
1267,Randstad,3.9,"Recruitment , 5k-10k Employees , Conglomerate , 32 years old , Ahmedabad +264 more"
1289,Indian Railways,4.2,"Railways , 1 Lakh+ Employees , Central , 171 years old , Ahmedabad +209 more"
1294,TTK Prestige,4.0,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 69 years old , Ahmedabad +71 more"
1295,Welspun World,3.8,"Building Material , 1k-5k Employees , Public , 39 years old , Ahmedabad +46 more"
1300,Allied Digital Services,3.5,"IT Services & Consulting , 1k-5k Employees , Public , 29 years old , Ahmedabad +47 more"
1304,Sobha,4.0,"Real Estate , 1k-5k Employees , Public , 29 years old , Ahmedabad +35 more"
1308,JNS Instruments,3.9,"Industrial Machinery , 501-1k Employees , Public , 23 years old , Ahmedabad +19 more"
1312,Lemon Tree Hotels,4.2,"Hospitality , 5k-10k Employees , Public , 22 years old , Ahmedabad +66 more"
1316,Shree Rama Multi-Tech,3.5,"Petrochemicals , 501-1k Employees , Public , 37 years old , Ahmedabad +5 more"
1322,Bharat Sanchar Nigam,4.0,"Telecom , 50k-1 Lakh Employees , Central , 24 years old , Ahmedabad +210 more"
1324,Aditya Birla Group,4.1,"Building Material , 1 Lakh+ Employees , Conglomerate , 167 years old , Ahmedabad +222 more"
1328,Control Print,3.9,"Consumer Electronics & Appliances , 501-1k Employees , Public , 33 years old , Ahmedabad +25 more"
1339,Mahindra Rural Housing Finance,4.1,"NBFC , 10k-50k Employees , Public , 17 years old , Ahmedabad +415 more"
1342,Mahindra Finance,4.3,"NBFC , 10k-50k Employees , Public , 33 years old , Mumbai +632 more"
1343,Pine Labs,3.7,"FinTech , 1k-5k Employees , Indian Unicorn , 26 years old , Noida +80 more"
1350,SAL STEEL,3.5,"Iron & Steel , 201-500 Employees , Public , 21 years old , Gurgaon/Gurugram +8 more"
1356,Tata Group,4.3,"IT Services & Consulting , 1 Lakh+ Employees , Conglomerate , 156 years old , Mumbai +154 more"
1357,IQVIA,4.0,"Clinical Research , 10k-50k Employees , Forbes Global 2000 , 42 years old , Durham +44 more"
1364,CMR Green Technologies,3.9,"Metals & Mining , 1k-5k Employees , Public , 18 years old , Ahmedabad +22 more"
1366,Digit Insurance,4.0,"Insurance , 1k-5k Employees , Fortune India 500 , 8 years old , Ahmedabad +70 more"
1367,Welspun,4.1,"Fashion & Textile , 10k-50k Employees , Fortune India 500 , 39 years old , Ahmedabad +59 more"
1382,Astron Research,4.3,"Clinical Research , 1k-5k Employees , Public , 23 years old , Ahmedabad +1 more"
1401,Central Institute of Plastics Engineering & Technology,3.9,"Education & Training , 51-200 Employees , Public , 56 years old , Ahmedabad +36 more"
1404,Reliance Home Finance,4.5,"NBFC , 501-1k Employees , Public , 16 years old , Ahmedabad +45 more"
1405,Government of Gujarat,3.4,"Government , 11-50 Employees , Public , 64 years old , Ahmedabad +26 more"
1408,Plastene,4.0,"Packaging , 501-1k Employees , Public , 26 years old , Ahmedabad +4 more"
1410,VIP Industries,4.0,"Retail , 1k-5k Employees , Public , 53 years old , Ahmedabad +86 more"
1421,Big Bazaar,4.3,"Retail , 10k-50k Employees , Conglomerate , 23 years old , Ahmedabad +152 more"
1424,Toppr,3.4,"EdTech , 1k-5k Employees , Startup , 11 years old , Ahmedabad +43 more"
1430,Centre for Environment Education,4.1,"Financial Services , 201-500 Employees , Public , 40 years old , Ahmedabad +12 more"
1434,Government of Gujarat,3.4,"Government , 11-50 Employees , Public , 64 years old , Ahmedabad +26 more"
1440,Housing.com,3.8,"Internet , 1k-5k Employees , Startup , 12 years old , Ahmedabad +32 more"
1441,Bank of India,4.0,"Banking , 50k-1 Lakh Employees , Fortune India 500 , 118 years old , Ahmedabad +157 more"
1445,Transport Corporation Of India,4.1,"Logistics , 1k-5k Employees , Public , 66 years old , Ahmedabad +67 more"
1450,Gsrtc,4.4,"Urban Transport , 201-500 Employees , Public , 64 years old , Ahmedabad +25 more"
1454,Club Oxygen,4.2,"Hospitality , 201-500 Employees , Public , 6 years old , Ahmedabad +27 more"
1457,Big Bazaar,4.3,"Retail , 10k-50k Employees , Conglomerate , 23 years old , Ahmedabad +152 more"
1465,Tata Power Solar,4.3,"Power , 1k-5k Employees , Public , 35 years old , Ahmedabad +54 more"
1467,Valeo,4.1,"Auto Components , 5k-10k Employees , Forbes Global 2000 , 101 years old , Ahmedabad +19 more"
1470,Easy Pay,4.3,"Internet , 51-200 Employees , Startup , 10 years old , Ahmedabad +1 more"
1473,Johnson & Johnson,4.2,"Pharma , 1k-5k Employees , Forbes Global 2000 , 67 years old , Ahmedabad +137 more"
1532,Thomas Cook,3.9,"Travel & Tourism , 1k-5k Employees , Public , 143 years old , Ahmedabad +73 more"
1534,Federal Bank,3.9,"Banking , 10k-50k Employees , Public , 93 years old , Ahmedabad +117 more"
1536,Marwadi Shares & Finance,4.3,"Financial Services , 501-1k Employees , Public , 32 years old , Ahmedabad +21 more"
1537,G R Infraprojects,4.2,"Engineering & Construction , 10k-50k Employees , Public , 29 years old , Ahmedabad +133 more"
1539,Embibe,3.7,"EdTech , 1k-5k Employees , Startup , 12 years old , Ahmedabad +17 more"
1542,Lifestyle,4.4,"Retail , 10k-50k Employees , Fortune India 500 , 25 years old , Ahmedabad +114 more"
1544,G R Infraprojects,4.2,"Engineering & Construction , 10k-50k Employees , Public , 29 years old , Ahmedabad +133 more"
1547,Thomas Cook,3.9,"Travel & Tourism , 1k-5k Employees , Public , 143 years old , Ahmedabad +73 more"
1548,Marwadi Shares & Finance,4.3,"Financial Services , 501-1k Employees , Public , 32 years old , Ahmedabad +21 more"
1550,Srei Equipment Finance,4.5,"Financial Services , 1k-5k Employees , Public , 35 years old , Ahmedabad +75 more"
1562,Texel Industries,3.6,"Agriculture , 51-200 Employees , Public , 35 years old , Ahmedabad +3 more"
1567,Federal Bank,3.9,"Banking , 10k-50k Employees , Public , 93 years old , Ahmedabad +117 more"
1581,Chandresh Cables,3.1,"Electrical Equipment , 11-50 Employees , Public , 38 years old , Ahmedabad +2 more"
1582,Tata Motors Finance,4.2,"NBFC , 1k-5k Employees , Conglomerate , 67 years old , Ahmedabad +223 more"
1586,Avanse Financial Services,4.0,"Financial Services , 501-1k Employees , Startup , 12 years old , Mumbai +23 more"
1593,Glenmark Pharmaceuticals,4.0,"Pharma , 10k-50k Employees , Public , 47 years old , Mumbai +141 more"
1594,Meesho,3.7,"Internet , 5k-10k Employees , Indian Unicorn , 9 years old , Bangalore / Bengaluru +99 more"
1595,Nokia,4.2,"Telecom , 10k-50k Employees , Forbes Global 2000 , 159 years old , Greater Noida +149 more"
1596,Tata Steel,4.2,"Iron & Steel , 1 Lakh+ Employees , Public , 117 years old , Greater Noida +182 more"
1598,Infibeam,3.1,"FinTech , 501-1k Employees , Public , 17 years old , Ahmedabad +5 more"
1613,Aakash Exploration Services,4.6,"Oil & Gas , 11-50 Employees , Public , 17 years old , Ahmedabad +3 more"
1618,Nila Infrastructures,4.3,"Real Estate , 51-200 Employees , Public , 34 years old , Ahmedabad +2 more"
1634,SalesHandy,3.2,"Software Product , 51-200 Employees , Startup , 9 years old , Ahmedabad"
1636,Simptel,5.0,"Software Product , 1-10 Employees , Startup , 5 years old , Ahmedabad"
1652,CG Power and Industrial Solutions,3.9,"Electrical Equipment , 1k-5k Employees , Public , 87 years old , Ahmedabad +79 more"
1654,JM Financial,3.8,"Financial Services , 1k-5k Employees , Public , 40 years old , Ahmedabad +59 more"
1655,EPL Limited,4.0,"Packaging , 1k-5k Employees , Public , 40 years old , Ahmedabad +32 more"
1657,Wapcos,3.6,"Engineering & Construction , 1k-5k Employees , State , 55 years old , Ahmedabad +116 more"
1659,Ajanta Pharma,4.1,"Pharma , 5k-10k Employees , Public , 51 years old , Ahmedabad +96 more"
1664,Xiaomi,3.9,"Consumer Electronics & Appliances , 1k-5k Employees , Forbes Global 2000 , 14 years old , Ahmedabad +176 more"
1665,Railtel Corporation Of India,3.9,"Hardware & Networking , 1k-5k Employees , Public , 24 years old , Ahmedabad +60 more"
1673,VOIS Call Center,3.9,"Telecom , 50k-1 Lakh Employees (Global) , Public , 42 years old , Ahmedabad +6 more"
1674,Sterling Holiday Resort,3.9,"Hospitality , 1k-5k Employees , Public , 38 years old , Ahmedabad +59 more"
1675,Nykaa,3.5,"Internet , 1k-5k Employees , Public , 12 years old , Ahmedabad +81 more"
1678,V.S.T Tillers Tractors,3.6,"Industrial Machinery , 201-500 Employees , Public , 57 years old , Ahmedabad +45 more"
1686,Urban Company,3.6,"Internet , 1k-5k Employees , Indian Unicorn , 9 years old , Ahmedabad +52 more"
1688,MakeMyTrip,3.7,"Internet , 5k-10k Employees , Public , 24 years old , Ahmedabad +37 more"
1690,Satin Creditcare Network,4.1,"NBFC , 5k-10k Employees , Public , 34 years old , Ahmedabad +234 more"
1691,ITD Cementation India,4.3,"Engineering & Construction , 1k-5k Employees , Public , 93 years old , Ahmedabad +66 more"
1692,Nitco,4.3,"Building Material , 1k-5k Employees , Public , 71 years old , Ahmedabad +42 more"
1693,Ajanta Pharma,4.1,"Pharma , 5k-10k Employees , Public , 51 years old , Ahmedabad +96 more"
1694,EPL Limited,4.0,"Packaging , 1k-5k Employees , Public , 40 years old , Ahmedabad +32 more"
1695,DIC India,4.2,"Chemicals , 501-1k Employees , Public , 77 years old , Ahmedabad +11 more"
1696,DP World,4.1,"Logistics , 1k-5k Employees , Public , 19 years old , Ahmedabad +56 more"
1697,Medlife,3.7,"Internet , 1k-5k Employees , Startup , 10 years old , Ahmedabad +28 more"
1708,Railtel Corporation Of India,3.9,"Hardware & Networking , 1k-5k Employees , Public , 24 years old , Ahmedabad +60 more"
1715,Nykaa,3.5,"Internet , 1k-5k Employees , Public , 12 years old , Ahmedabad +81 more"
1718,V.S.T Tillers Tractors,3.6,"Industrial Machinery , 201-500 Employees , Public , 57 years old , Ahmedabad +45 more"
1720,Asahi India Glass,3.9,"Auto Components , 1k-5k Employees , Public , 40 years old , Ahmedabad +62 more"
1733,Greenlam Industries,4.2,"Building Material , 1k-5k Employees , Public , 11 years old , Ahmedabad +85 more"
1738,Shott Amusement Limited,4.4,"Media & Entertainment , 201-500 Employees , Public , 9 years old , Ahmedabad +3 more"
1746,Shott Amusement Limited,4.4,"Media & Entertainment , 201-500 Employees , Public , 9 years old , Ahmedabad +3 more"
1749,Infra.Market,4.2,"Building Material , 1k-5k Employees , Indian Unicorn , 8 years old , Ahmedabad +75 more"
1759,Schoolnet India,3.8,"EdTech , 51-200 Employees , Public , 27 years old , Ahmedabad +84 more"
1762,Schoolnet India,3.8,"EdTech , 51-200 Employees , Public , 27 years old , Ahmedabad +84 more"
1764,Crisil,3.7,"Financial Services , 1k-5k Employees , Public , 37 years old , Ahmedabad +53 more"
1767,Info Edge,4.0,"Internet , 5k-10k Employees , Public , 29 years old , Ahmedabad +59 more"
1768,CNH,4.2,"Automobile , 1k-5k Employees , Public , 11 years old , Ahmedabad +55 more"
1769,Globe Capital Market,3.6,"Investment Banking / Venture Capital / Private Equity , 1k-5k Employees , Public , 40 years old , Ahmedabad +21 more"
1831,Ashoka Buildcon,4.1,"Engineering & Construction , 1k-5k Employees , Public , 48 years old , Ahmedabad +130 more"
1832,Sambhaav Media,3.6,"Printing & Publishing , 51-200 Employees , Public , 34 years old , Ahmedabad"
1835,CarDekho,3.7,"Internet , 1k-5k Employees , Indian Unicorn , 16 years old , Ahmedabad +68 more"
1836,RITES,4.0,"Engineering & Construction , 1k-5k Employees , Central , 50 years old , Ahmedabad +60 more"
1837,Swaraj Tractors,4.2,"Automobile , 1k-5k Employees , Conglomerate , 62 years old , Ahmedabad +75 more"
1839,Apple,4.3,"Consumer Electronics & Appliances , 10k-50k Employees , Forbes Global 2000 , 48 years old , Ahmedabad +82 more"
1840,Utkarsh Small Finance Bank,3.9,"Banking , 10k-50k Employees , Public , 15 years old , Ahmedabad +304 more"
1848,Nuziveedu Seeds,4.2,"Agriculture , 1k-5k Employees , Public , 51 years old , Ahmedabad +53 more"
1849,Elecon Engineering,4.2,"Electrical Equipment , 501-1k Employees , Public , 73 years old , Ahmedabad +21 more"
